id,nome,estado,nota_matematica,nota_linguagens,nota_ciencias,nota_redacao,ano
850,João Pedro,PR,551.27,634.63,415.14,990.62,2021
851,Vinicius Araujo,PR,,892.07,604.52,624.95,2022
852,Isabela Duarte,SP,416.23,777.97,711.15,978.0,2024
853,Paulo Henrique,MG,395.86,853.6,332.42,554.94,2022
854,Nicolas Pires,BA,500.58,783.09,755.04,330.32,2021
855,Samuel Carvalho,MG,394.83,317.44,608.94,349.6,2022
856,Olivia Nogueira,PE,647.86,551.44,748.25,928.86,2022
857,Diego Alves,PR,436.67,442.27,547.56,439.97,2022
858,Carla Mendes,RS,,332.6,561.52,451.32,2024
859,Felipe Martins,SC,524.09,574.64,416.49,551.01,2023
860,Gabriela Costa,PR,376.33,715.33,335.79,395.55,2024
861,Olivia Nogueira,SC,402.72,506.15,831.85,722.55,2022
862,Tatiane Moraes,GO,813.0,351.88,814.18,642.45,2022
863,Tatiane Moraes,RS,802.19,467.5,738.01,815.33,2022
864,Henrique Barros,PR,560.55,433.44,856.49,962.38,2021
865,Nicolas Pires,SP,324.04,582.39,761.16,323.53,2024
866,Paulo Henrique,RJ,571.46,444.31,635.09,308.7,2024
867,Gabriela Costa,MG,515.04,443.44,899.37,311.15,2023
868,Felipe Martins,RS,814.75,748.37,314.65,618.39,2022
869,Mariana Freitas,MG,773.92,522.25,578.58,743.38,2021
870,Mariana Freitas,PR,618.55,477.95,751.73,788.64,2022
871,Carla Mendes,PE,828.51,741.46,332.89,961.73,2023
872,Bruno Lima,RJ,529.77,579.21,324.52,556.5,2021
873,Samuel Carvalho,ES,383.04,500.96,1110.0,754.33,2022
874,Henrique Barros,PR,511.63,460.41,708.14,494.0,2021
875,Lucas Teixeira,PR,571.45,600.87,797.74,629.11,2023
876,Olivia Nogueira,PE,520.89,703.98,715.93,984.66,2021
877,Gabriela Costa,RS,352.39,534.41,407.29,970.78,2021
878,Diego Alves,MG,465.57,718.25,597.8,912.5,2021
879,João Pedro,SC,881.74,624.86,379.22,542.69,2024
880,Ana Souza,BA,413.44,313.22,781.19,884.46,2023
881,Nicolas Pires,PE,505.68,687.63,495.78,715.35,2024
882,Olivia Nogueira,BA,640.35,838.97,483.9,852.49,2022
883,Paulo Henrique,PR,882.43,761.85,328.39,547.18,2024
884,Felipe Martins,PE,854.48,erro,471.15,981.24,2022
885,Felipe Martins,ES,370.15,896.26,644.72,608.62,2023
886,Felipe Martins,ES,637.49,320.81,490.17,540.69,2023
887,Olivia Nogueira,GO,885.28,620.19,1494.0,317.45,2024
888,Eduarda Rocha,RS,856.69,393.63,882.09,682.3,2023
889,João Pedro,RS,837.59,881.76,752.5,995.85,2022
890,Tatiane Moraes,RS,503.21,367.39,587.39,328.06,2021
891,João Pedro,SP,540.98,804.53,567.58,364.74,2021
892,Vinicius Araujo,ES,650.06,433.29,861.4,494.55,2021
893,Carla Mendes,GO,809.67,706.24,874.57,983.09,2024
894,Gabriela Costa,RS,490.65,663.05,866.04,935.91,2023
895,Mariana Freitas,MG,729.58,556.58,531.67,308.53,2023
896,Lucas Teixeira,BA,886.51,824.58,352.56,809.5,2024
897,Nicolas Pires,RS,473.18,783.4,882.22,596.68,2024
898,Eduarda Rocha,PE,658.76,386.18,481.94,991.87,2023
899,Carla Mendes,PE,753.67,353.07,545.68,940.09,2024
900,Felipe Martins,GO,577.27,640.75,848.92,439.48,2024
901,João Pedro,GO,594.35,793.68,481.2,709.65,2024
902,Samuel Carvalho,RS,434.71,774.73,392.41,510.12,2024
903,Diego Alves,BA,550.29,595.13,712.71,471.33,2021
904,Isabela Duarte,RS,896.6,340.03,747.34,706.75,2024
905,Isabela Duarte,RS,884.56,790.97,523.92,813.07,2021
906,Isabela Duarte,MG,648.99,387.68,576.63,785.3,2023
907,Felipe Martins,SP,463.6,551.71,847.26,-115.0,2023
908,João Pedro,GO,683.37,346.1,416.29,739.62,2021
909,Vinicius Araujo,MG,,823.47,796.09,779.48,2023
910,Isabela Duarte,PR,357.5,648.03,793.99,309.03,2023
911,Lucas Teixeira,RS,547.2,852.54,397.82,452.51,2022
912,Gabriela Costa,GO,668.06,798.85,615.39,672.47,2021
913,Nicolas Pires,RS,849.62,369.94,378.74,312.17,2023
914,João Pedro,PR,383.41,565.16,892.55,666.18,2023
915,Felipe Martins,BA,317.26,788.74,433.41,899.77,2022
916,Henrique Barros,BA,375.21,378.13,347.16,783.57,2021
917,Carla Mendes,SP,764.82,754.4,325.51,375.47,2021
918,Paulo Henrique,RJ,845.12,325.97,480.99,307.19,2021
919,Diego Alves,PE,423.24,840.7,410.87,546.07,2021
920,Eduarda Rocha,BA,869.27,508.7,396.33,650.44,2022
921,Renata Batista,PE,341.0,791.75,757.95,670.19,2022
922,João Pedro,MG,841.0,622.28,884.15,369.08,2022
923,Renata Batista,RS,519.88,653.63,563.8,970.42,2022
924,Lucas Teixeira,SC,554.46,608.55,544.55,832.99,2023
925,Diego Alves,XX,366.19,381.55,757.36,793.31,2021
926,Carla Mendes,PR,596.23,530.87,1258.0,815.32,2024
927,Henrique Barros,GO,544.37,890.98,556.78,899.74,2024
928,Lucas Teixeira,MG,307.67,704.5,703.26,577.46,2021
929,Diego Alves,XX,536.89,erro,886.54,819.0,2022
930,Carla Mendes,PR,885.12,503.18,656.98,993.46,2021
931,Henrique Barros,SC,735.12,467.11,728.1,707.34,2023
932,Mariana Freitas,PR,585.5,661.9,542.67,639.17,2023
933,Eduarda Rocha,RS,364.82,450.41,598.36,739.86,2022
934,Ana Souza,RJ,742.68,798.19,598.88,318.72,2022
935,Mariana Freitas,PE,707.52,391.64,673.18,367.43,2021
936,Renata Batista,RS,775.64,421.16,697.26,643.18,2023
937,Samuel Carvalho,PR,785.69,624.32,310.6,834.78,2024
938,Diego Alves,SC,570.07,811.72,565.53,325.19,2022
939,Samuel Carvalho,BA,830.82,398.49,558.41,518.72,2024
79,Paulo Henrique,RJ,641.31,594.33,632.27,677.57,2024
941,Paulo Henrique,GO,812.61,604.01,534.83,646.28,2024
942,Vinicius Araujo,PR,759.88,470.66,336.85,713.32,2022
943,Lucas Teixeira,PR,,650.38,759.12,737.61,2024
944,Diego Alves,SC,507.09,514.42,510.76,762.87,2022
945,Henrique Barros,BA,655.52,846.23,339.3,513.44,2023
946,Felipe Martins,SP,623.05,322.43,694.66,595.73,2024
947,Isabela Duarte,SP,717.58,652.79,891.46,564.42,2024
948,Karen Ribeiro,PE,358.64,593.02,714.52,444.14,2024
949,Renata Batista,PR,399.98,479.71,881.66,441.23,2021
950,Samuel Carvalho,ES,472.41,328.52,897.74,581.42,2022
951,Vinicius Araujo,RJ,730.62,646.92,655.12,491.36,2024
952,Nicolas Pires,ES,,346.0,794.24,653.25,2023
953,Nicolas Pires,GO,488.01,548.59,450.76,660.76,2022
954,Ana Souza,GO,"817,63",646.11,427.77,973.48,2024
955,Isabela Duarte,GO,785.36,811.66,844.1,954.25,2021
956,Renata Batista,ES,518.56,388.65,390.28,779.71,2023
957,Nicolas Pires,SC,491.19,798.13,338.66,442.49,2024
958,Isabela Duarte,BA,687.63,453.87,660.74,584.11,2021
959,Eduarda Rocha,ES,316.62,778.23,486.32,639.77,2024
960,Nicolas Pires,SP,421.19,463.63,317.49,852.77,2023
961,Samuel Carvalho,MG,686.58,325.34,733.48,847.56,2021
962,Carla Mendes,PR,660.96,820.3,840.34,584.9,2023
963,Carla Mendes,SC,865.9,734.54,384.34,378.35,2021
964,Renata Batista,PE,869.8,858.93,451.08,919.2,2022
965,Vinicius Araujo,RJ,763.91,488.05,799.4,816.07,2022
966,Nicolas Pires,ES,386.57,405.09,881.95,607.63,2023
967,Tatiane Moraes,SP,594.22,524.82,869.23,521.54,2024
968,Paulo Henrique,ES,877.99,827.66,862.18,554.1,2023
969,João Pedro,SP,687.24,843.14,320.89,817.61,2021
970,Henrique Barros,BA,631.64,485.56,875.09,554.0,2021
971,Samuel Carvalho,ES,814.59,erro,845.87,575.08,2023
972,João Pedro,RJ,861.79,754.0,478.45,901.59,2022
973,Olivia Nogueira,PR,827.68,760.04,543.77,323.72,2021
974,Paulo Henrique,RS,742.17,erro,499.63,595.66,2021
975,Felipe Martins,BA,,511.11,661.27,869.4,2023
976,Olivia Nogueira,SP,757.19,684.82,410.24,610.38,2022
977,Ana Souza,SC,420.05,483.33,645.49,377.58,2022
978,Renata Batista,MG,808.18,711.45,775.59,523.58,2024
979,Eduarda Rocha,BA,404.09,erro,496.55,497.26,2021
980,Nicolas Pires,PR,409.13,825.83,866.85,919.04,2022
981,Ana Souza,SP,853.87,erro,675.98,934.79,2024
982,Gabriela Costa,BA,720.76,401.25,540.62,600.23,2023
983,Eduarda Rocha,RJ,874.82,402.07,640.35,309.88,2024
984,Olivia Nogueira,RS,371.11,728.14,414.33,903.36,2023
985,João Pedro,RS,529.24,558.79,423.96,450.9,2023
986,Gabriela Costa,SC,408.22,775.48,317.26,983.29,2022
987,Vinicius Araujo,RS,844.4,521.78,710.56,620.71,2021
988,Paulo Henrique,MG,822.87,884.64,538.53,448.55,2024
989,Nicolas Pires,PE,453.74,357.17,1222.0,533.0,2022
990,Paulo Henrique,PR,898.04,863.59,880.33,718.76,2021
991,Ana Souza,BA,602.73,528.56,886.51,769.88,2022
992,Samuel Carvalho,SP,648.29,456.17,602.25,951.23,2024
993,Eduarda Rocha,RJ,490.39,618.25,385.08,381.79,2021
994,Eduarda Rocha,RS,823.01,erro,748.69,948.37,2023
995,Isabela Duarte,PE,,856.03,610.18,605.04,2022
996,Karen Ribeiro,RS,758.21,390.76,811.82,760.19,2024
997,Bruno Lima,ES,"389,17",437.92,321.52,482.16,2024
998,Nicolas Pires,RJ,897.12,856.32,324.48,549.56,2024
999,Olivia Nogueira,RS,367.49,731.86,388.83,544.72,2022
1000,João Pedro,MG,800.97,749.96,793.54,694.27,2022
